#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_011294.1,3777848,3778099,-,-,-,SEN_RS18330,WP_001273795.1,83,MULTISPECIES: glutaredoxin 3
chr,NC_011294.1,3778186,3778617,-,-,-,SEN_RS18335,WP_001156179.1,143,rhodanese-like domain-containing protein
chr,NC_011294.1,3778865,3780409,+,-,-,SEN_RS18340,WP_000116576.1,514,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
chr,NC_011294.1,3780419,3781702,+,-,-,SEN_RS18345,WP_001214125.1,427,murein hydrolase activator EnvC
chr,NC_011294.1,3781706,3782668,+,-,-,SEN_RS18350,WP_001135519.1,320,divergent polysaccharide deacetylase family protein
chr,NC_011294.1,3782655,3783689,-,-,-,SEN_RS18355,WP_000798202.1,344,glycosyltransferase
chr,NC_011294.1,3783983,3785008,-,-,-,SEN_RS18360,WP_000645990.1,341,L-threonine 3-dehydrogenase
chr,NC_011294.1,3785018,3786214,-,-,-,SEN_RS18365,WP_001213790.1,398,2-amino-3-ketobutyrate CoA ligase
chr,NC_011294.1,3786417,3787349,+,-,-,SEN_RS18370,WP_000587775.1,310,ADP-L-glycero-D-mannoheptose-6-epimerase
chr,NC_011294.1,3787352,3788398,+,-,-,SEN_RS18375,WP_000699204.1,348,ADP-heptose--LPS heptosyltransferase RfaF
chr,NC_011294.1,3788398,3789351,+,-,-,SEN_RS18380,WP_001264616.1,317,lipopolysaccharide heptosyltransferase RfaC
chr,NC_011294.1,3789391,3790605,+,-,-,SEN_RS18385,WP_000958457.1,404,O-antigen ligase RfaL
chr,NC_011294.1,3790663,3791808,-,-,-,SEN_RS18390,WP_000591821.1,381,lipopolysaccharide N-acetylglucosaminyltransferase
chr,NC_011294.1,3791908,3792717,-,-,-,SEN_RS18395,WP_000536017.1,269,3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ
chr,NC_011294.1,3792867,3793565,-,-,-,SEN_RS18400,WP_000582810.1,232,LPS core heptose(II) kinase RfaY
chr,NC_011294.1,3793588,3794601,-,-,-,SEN_RS18405,WP_000376877.1,337,lipopolysaccharide glucosyltransferase RfaJ
chr,NC_011294.1,3794619,3795632,-,-,-,SEN_RS18410,WP_000088475.1,337,lipopolysaccharide 3-alpha-galactosyltransferase
chr,NC_011294.1,3795638,3796717,-,-,-,SEN_RS18415,WP_000683975.1,359,"lipopolysaccharide 1,6-galactosyltransferase"
chr,NC_011294.1,3796787,3797020,-,-,-,SEN_RS18420,WP_001575131.1,77,glycosyltransferase family 8 protein
chr,NC_011294.1,3797052,3797849,-,-,-,SEN_RS18425,WP_000229830.1,265,lipopolysaccharide core heptose(I) kinase RfaP
chr,NC_011294.1,3797842,3798966,-,-,-,SEN_RS18430,WP_001261577.1,374,glycosyltransferase family 1 protein
chr,NC_011294.1,3798963,3800033,-,-,-,SEN_RS18435,WP_001522125.1,356,MULTISPECIES: lipopolysaccharide core heptosyltransferase RfaQ
chr,NC_011294.1,3800442,3801719,+,-,-,SEN_RS18440,WP_000891582.1,425,3-deoxy-D-manno-octulosonic acid transferase
chr,NC_011294.1,3801728,3802207,+,-,-,SEN_RS18445,WP_001171884.1,159,phosphopantetheine adenylyltransferase
chr,NC_011294.1,3802235,3803044,-,-,-,SEN_RS18450,WP_001114515.1,269,formamidopyrimidine-DNA glycosylase
chr,NC_011294.1,3803142,3803309,-,-,-,SEN_RS18455,WP_001051798.1,55,MULTISPECIES: 50S ribosomal protein L33
chr,NC_011294.1,3803330,3803566,-,-,-,SEN_RS18460,WP_001519051.1,78,MULTISPECIES: 50S ribosomal protein L28
chr,NC_011294.1,3803784,3804449,-,-,-,SEN_RS18465,WP_000380129.1,221,JAB domain-containing protein
chr,NC_011294.1,3804622,3805845,+,-,-,SEN_RS18470,WP_001575134.1,407,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
chr,NC_011294.1,3805826,3806281,+,-,-,SEN_RS18475,WP_000717792.1,151,deoxyuridine 5\'-triphosphate nucleotidohydrolase
chr,NC_011294.1,3806389,3806985,+,-,-,SEN_RS18480,WP_000818607.1,198,nucleoid occlusion factor SlmA
chr,NC_011294.1,3807063,3807704,-,-,-,SEN_RS18485,WP_000806167.1,213,orotate phosphoribosyltransferase
chr,NC_011294.1,3807783,3808499,-,-,-,SEN_RS18490,WP_001247078.1,238,MULTISPECIES: ribonuclease PH
chr,NC_011294.1,3808431,3808610,+,-,-,SEN_RS23925,WP_001599866.1,59,hypothetical protein
chr,NC_011294.1,3808625,3809488,+,-,-,SEN_RS18495,WP_000621352.1,287,YicC family protein
chr,NC_011294.1,3809538,3810440,-,-,-,SEN_RS18500,WP_001050866.1,300,LysR family transcriptional regulator
chr,NC_011294.1,3810514,3811395,+,-,-,SEN_RS18505,WP_001082975.1,293,HARLDQ motif MBL-fold protein
chr,NC_011294.1,3811340,3811522,+,-,-,SEN_RS23930,WP_071527128.1,60,hypothetical protein
chr,NC_011294.1,3811646,3812263,+,-,-,SEN_RS18510,WP_000924334.1,205,MULTISPECIES: trimeric intracellular cation channel family protein
chr,NC_011294.1,3812260,3813945,-,-,-,SEN_RS18515,WP_001241846.1,561,DNA ligase B
chr,NC_011294.1,3814202,3814825,+,-,-,SEN_RS18520,WP_000046966.1,207,MULTISPECIES: guanylate kinase
chr,NC_011294.1,3814880,3815155,+,-,-,SEN_RS18525,WP_000135058.1,91,MULTISPECIES: DNA-directed RNA polymerase subunit omega
chr,NC_011294.1,3815174,3817285,+,-,-,SEN_RS18530,WP_000280481.1,703,"MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3\',5\'-bis(diphosphate) 3\'-diphosphatase"
chr,NC_011294.1,3817290,3817979,+,-,-,SEN_RS18535,WP_001068436.1,229,tRNA (guanosine(18)-2\'-O)-methyltransferase TrmH
chr,NC_011294.1,3817985,3820066,+,-,-,SEN_RS18540,WP_000016747.1,693,ATP-dependent DNA helicase RecG
chr,NC_011294.1,3820102,3821307,-,-,-,SEN_RS18545,WP_000462250.1,401,sodium/glutamate symporter
chr,NC_011294.1,3821535,3822926,+,-,-,SEN_RS18550,WP_000115436.1,463,xanthine permease
chr,NC_011294.1,3823047,3824756,+,-,-,SEN_RS18555,WP_000766659.1,569,AsmA family protein
chr,NC_011294.1,3824859,3827177,-,-,-,SEN_RS18560,WP_000702990.1,772,alpha-xylosidase
chr,NC_011294.1,3827189,3828571,-,-,-,SEN_RS18565,WP_000834260.1,460,glycoside-pentoside-hexuronide family transporter
chr,NC_011294.1,3829270,3829614,-,-,-,SEN_RS18575,WP_000120776.1,114,hypothetical protein
chr,NC_011294.1,3831474,3831824,+,-,-,SEN_RS24495,WP_016689689.1,116,DUF4942 domain-containing protein
chr,NC_011294.1,3832011,3833048,+,-,-,SEN_RS18590,WP_000774140.1,345,2-hydroxyacid dehydrogenase
chr,NC_011294.1,3833160,3833333,-,-,-,SEN_RS23940,WP_000015517.1,57,transposase
chr,NC_011294.1,3834347,3834964,+,-,-,SEN_RS18595,WP_000984806.1,205,helix-turn-helix transcriptional regulator
chr,NC_011294.1,3835039,3837906,+,-,-,SEN_RS18600,WP_001143034.1,955,intestinal colonization autotransporter adhesin MisL
chr,NC_011294.1,3838001,3838465,-,-,-,SEN_RS18605,WP_001521985.1,154,hypothetical protein
chr,NC_011294.1,3838476,3839333,-,-,-,SEN_RS18610,WP_001278065.1,285,transcriptional regulator
chr,NC_011294.1,3839386,3839499,-,-,-,SEN_RS24500,WP_001541135.1,37,MULTISPECIES: hypothetical protein
chr,NC_011294.1,3840117,3840797,+,-,-,SEN_RS18615,WP_000106464.1,226,isochorismatase family protein
chr,NC_011294.1,3840965,3841444,-,-,-,SEN_RS18620,WP_001065324.1,159,membrane protein
chr,NC_011294.1,3841759,3844485,-,-,-,SEN_RS18625,WP_000131287.1,908,magnesium-translocating P-type ATPase
chr,NC_011294.1,3844705,3845400,-,-,-,SEN_RS18630,WP_000392700.1,231,protein MgtC
chr,NC_011294.1,3845912,3846814,+,-,-,SEN_RS18635,WP_000535970.1,300,MULTISPECIES: EamA family transporter
chr,NC_011294.1,3846857,3847798,-,-,-,SEN_RS18640,WP_000749540.1,313,Rpn family recombination-promoting nuclease/putative transposase
chr,NC_011294.1,3848034,3848777,-,-,-,SEN_RS18645,WP_001186140.1,247,2-dehydro-3-deoxy-phosphogluconate aldolase
chr,NC_011294.1,3848764,3849873,-,-,-,SEN_RS18650,WP_000188476.1,369,D-glucosaminate-6-phosphate ammonia lyase
chr,NC_011294.1,3849877,3850734,-,-,-,SEN_RS18655,WP_001083552.1,285,PTS system mannose/fructose/sorbose family transporter subunit IID
chr,NC_011294.1,3850734,3851483,-,-,-,SEN_RS18660,WP_000380259.1,249,MULTISPECIES: PTS sugar transporter subunit IIC
chr,NC_011294.1,3851629,3852114,-,-,-,SEN_RS18665,WP_001284295.1,161,PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB
chr,NC_011294.1,3852125,3852550,-,-,-,SEN_RS18670,WP_000214106.1,141,MULTISPECIES: PTS sugar transporter subunit IIA
chr,NC_011294.1,3852524,3852763,+,-,-,SEN_RS23950,WP_071527130.1,79,hypothetical protein
chr,NC_011294.1,3852769,3855567,-,-,-,SEN_RS18675,WP_001252672.1,932,transcriptional regulator DagR
chr,NC_011294.1,3855764,3856057,+,-,-,SEN_RS18680,WP_000824212.1,97,hypothetical protein
chr,NC_011294.1,3856163,3857545,+,-,-,SEN_RS18685,WP_001270471.1,460,glycoside hydrolase family 1 protein
chr,NC_011294.1,3857605,3858798,-,-,nepI,SEN_RS18690,WP_001004790.1,397,purine ribonucleoside efflux pump NepI
chr,NC_011294.1,3859014,3859373,+,-,-,SEN_RS18695,WP_001258723.1,119,type II toxin-antitoxin system RelE/ParE family toxin
chr,NC_011294.1,3859357,3859680,+,-,-,SEN_RS18700,WP_001274841.1,107,DNA-binding transcriptional regulator
chr,NC_011294.1,3860113,3860565,-,-,-,SEN_RS18705,WP_001519640.1,150,MULTISPECIES: DUF1198 domain-containing protein
chr,NC_011294.1,3860758,3862149,-,-,-,SEN_RS18710,WP_000879181.1,463,hexose phosphate transporter
chr,NC_011294.1,3862292,3863620,-,-,-,SEN_RS18715,WP_000948174.1,442,MFS transporter family glucose-6-phosphate receptor UhpC
chr,NC_011294.1,3863630,3865132,-,-,-,SEN_RS18720,WP_001091262.1,500,signal transduction histidine-protein kinase/phosphatase UhpB
chr,NC_011294.1,3865132,3865722,-,-,-,SEN_RS18725,WP_000633672.1,196,MULTISPECIES: DNA-binding response regulator
chr,NC_011294.1,3865876,3866889,-,-,-,SEN_RS18730,WP_000155487.1,337,DUF4432 family protein
chr,NC_011294.1,3866901,3868217,-,-,-,SEN_RS18735,WP_000998359.1,438,MULTISPECIES: L-fucose:H+ symporter permease
chr,NC_011294.1,3868248,3869168,-,-,-,SEN_RS18740,WP_000350272.1,306,MULTISPECIES: ribokinase
chr,NC_011294.1,3869493,3870278,+,-,-,SEN_RS18745,WP_000448638.1,261,DeoR family transcriptional regulator
chr,NC_011294.1,3870280,3870570,-,-,-,SEN_RS18750,WP_001171826.1,96,acetolactate synthase isozyme 1 small subunit
chr,NC_011294.1,3870574,3872262,-,-,-,SEN_RS18755,WP_000168439.1,562,acetolactate synthase large subunit
chr,NC_011294.1,3872369,3872467,-,-,-,SEN_RS18760,WP_001541152.1,32,MULTISPECIES: ilvB operon leader peptide IvbL
chr,NC_011294.1,3873101,3873190,+,-,-,SEN_RS18765,WP_000117642.1,29,MULTISPECIES: type I toxin-antitoxin system toxin TisB
chr,NC_011294.1,3873283,3874143,+,-,-,SEN_RS18770,WP_001531658.1,286,membrane protein
chr,NC_011294.1,3874346,3875530,+,-,-,SEN_RS18775,WP_000828735.1,394,multidrug efflux MFS transporter EmrD
chr,NC_011294.1,3875457,3876542,-,-,-,SEN_RS18780,WP_000238925.1,361,hypothetical protein
chr,NC_011294.1,3876606,3877529,-,-,-,SEN_RS18785,WP_001541637.1,307,DNA-binding transcriptional regulator DsdC
chr,NC_011294.1,3877755,3879092,+,-,-,SEN_RS18790,WP_000543316.1,445,D-serine transporter DsdX
chr,NC_011294.1,3879110,3880432,+,-,-,SEN_RS18795,WP_000427986.1,440,D-serine dehydratase
chr,NC_011294.1,3880514,3881044,-,-,-,SEN_RS18800,WP_000147832.1,176,radical SAM protein
chr,NC_011294.1,3881041,3881403,-,-,-,SEN_RS18805,WP_001113452.1,120,DUF202 domain-containing protein
chr,NC_011294.1,3881393,3881740,-,-,-,SEN_RS18810,WP_000703964.1,115,DUF202 domain-containing protein
chr,NC_011294.1,3882184,3883845,-,-,-,SEN_RS18815,WP_001279787.1,553,transporter
chr,NC_011294.1,3884034,3884462,-,-,-,SEN_RS18820,WP_001246919.1,142,heat-shock protein IbpB
chr,NC_011294.1,3884572,3884985,-,-,-,SEN_RS18825,WP_001532742.1,137,MULTISPECIES: heat-shock protein IbpA
chr,NC_011294.1,3885292,3885627,+,-,-,SEN_RS18830,WP_012543411.1,111,YceK/YidQ family lipoprotein
chr,NC_011294.1,3885629,3886855,-,-,-,SEN_RS18835,WP_000809954.1,408,DUF3748 domain-containing protein
chr,NC_011294.1,3886977,3888020,-,-,-,SEN_RS18840,WP_001238342.1,347,cytochrome c biogenesis protein CcmH
chr,NC_011294.1,3888017,3888574,-,-,-,SEN_RS18845,WP_000828305.1,185,thiol:disulfide interchange protein DsbE
chr,NC_011294.1,3888571,3890502,-,-,-,SEN_RS18850,WP_000982507.1,643,heme lyase CcmF/NrfE family subunit
chr,NC_011294.1,3890499,3890978,-,-,-,SEN_RS18855,WP_001053610.1,159,MULTISPECIES: cytochrome c maturation protein CcmE
chr,NC_011294.1,3890975,3891187,-,-,-,SEN_RS18860,WP_000074113.1,70,heme exporter protein CcmD
chr,NC_011294.1,3891184,3891921,-,-,-,SEN_RS18865,WP_000266002.1,245,heme ABC transporter permease
chr,NC_011294.1,3891973,3892632,-,-,-,SEN_RS18870,WP_000990039.1,219,heme exporter protein CcmB
chr,NC_011294.1,3892629,3893246,-,-,-,SEN_RS18875,WP_000888535.1,205,cytochrome c biogenesis protein CcmA
chr,NC_011294.1,3893252,3894652,-,-,-,SEN_RS18880,WP_000724474.1,466,cytochrome-c peroxidase
chr,NC_011294.1,3894842,3895474,-,-,-,SEN_RS18885,WP_000595416.1,210,molecular chaperone TorD
chr,NC_011294.1,3895467,3898019,-,-,-,SEN_RS18890,WP_000790657.1,850,trimethylamine-N-oxide reductase TorA
chr,NC_011294.1,3898009,3899193,-,-,-,SEN_RS18895,WP_001230254.1,394,pentaheme c-type cytochrome TorC
chr,NC_011294.1,3899323,3900015,+,-,-,SEN_RS18900,WP_001562512.1,230,two-component system response regulator TorR
chr,NC_011294.1,3899988,3901028,-,-,-,SEN_RS18905,WP_001202049.1,346,TMAO reductase system periplasmic protein TorT
chr,NC_011294.1,3901108,3903843,+,-,-,SEN_RS18910,WP_000106946.1,911,TMAO reductase system sensor histidine kinase/response regulator TorS
chr,NC_011294.1,3903869,3905206,-,-,-,SEN_RS18915,WP_000253524.1,445,MFS transporter
chr,NC_011294.1,3905291,3906439,-,-,-,SEN_RS18920,WP_000704735.1,382,D-galactonate dehydratase
chr,NC_011294.1,3906436,3907053,-,-,-,SEN_RS18925,WP_001198739.1,205,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
chr,NC_011294.1,3907037,3907915,-,-,-,SEN_RS18930,WP_000127132.1,292,2-oxo-3-deoxygalactonate kinase
chr,NC_011294.1,3907912,3908601,-,-,-,SEN_RS18935,WP_000174317.1,229,FadR family transcriptional regulator
chr,NC_011294.1,3908862,3909707,-,-,-,SEN_RS18940,WP_000985570.1,281,sugar-phosphatase
chr,NC_011294.1,3910012,3911274,+,-,-,SEN_RS18945,WP_000061259.1,420,MFS transporter
chr,NC_011294.1,3911288,3912481,+,-,-,SEN_RS18950,WP_000975838.1,397,mandelate racemase/muconate lactonizing enzyme family protein
chr,NC_011294.1,3912596,3913492,+,-,-,SEN_RS18955,WP_001054589.1,298,LysR family transcriptional regulator
chr,NC_011294.1,3913511,3915925,-,-,-,SEN_RS18960,WP_000072047.1,804,DNA gyrase subunit B
chr,NC_011294.1,3915954,3917027,-,-,-,SEN_RS18965,WP_000060081.1,357,DNA replication/repair protein RecF
chr,NC_011294.1,3917175,3918275,-,-,-,SEN_RS18970,WP_000673474.1,366,MULTISPECIES: DNA polymerase III subunit beta
chr,NC_011294.1,3918280,3919680,-,-,dnaA,SEN_RS18975,WP_000059095.1,466,chromosomal replication initiator protein DnaA
chr,NC_011294.1,3920341,3920481,+,-,-,SEN_RS18980,WP_000831330.1,46,MULTISPECIES: 50S ribosomal protein L34
chr,NC_011294.1,3920498,3920857,+,-,-,SEN_RS18985,WP_000239725.1,119,MULTISPECIES: ribonuclease P protein component
chr,NC_011294.1,3920821,3921078,+,-,-,SEN_RS18990,WP_001307474.1,85,MULTISPECIES: membrane protein insertion efficiency factor YidD
chr,NC_011294.1,3921081,3922727,+,-,-,SEN_RS18995,WP_000378277.1,548,membrane protein insertase YidC
chr,NC_011294.1,3922869,3924233,+,-,-,SEN_RS19000,WP_000019081.1,454,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
chr,NC_011294.1,3924416,3925603,+,-,-,SEN_RS19005,WP_000819602.1,395,multidrug resistance protein MdtL
chr,NC_011294.1,3925572,3926531,+,-,-,SEN_RS19010,WP_000749365.1,319,transcriptional regulator
chr,NC_011294.1,3926689,3927444,+,-,-,SEN_RS19015,WP_000190678.1,251,hypothetical protein
chr,NC_011294.1,3927444,3928028,+,-,-,SEN_RS19020,WP_001576451.1,194,NAD(P)H-dependent oxidoreductase
chr,NC_011294.1,3928073,3929536,-,-,-,SEN_RS19025,WP_001214970.1,487,NCS2 family permease
chr,NC_011294.1,3929579,3930244,+,-,-,SEN_RS19030,WP_000078087.1,221,6-phosphogluconate phosphatase
chr,NC_011294.1,3930339,3931064,-,-,-,SEN_RS19035,WP_000377800.1,241,MULTISPECIES: phosphate transport system regulator PhoU
chr,NC_011294.1,3931079,3931852,-,-,-,SEN_RS19040,WP_000063118.1,257,MULTISPECIES: phosphate ABC transporter ATP-binding protein
chr,NC_011294.1,3931939,3932829,-,-,-,SEN_RS19045,WP_000212197.1,296,MULTISPECIES: phosphate ABC transporter permease PstA
chr,NC_011294.1,3932829,3933788,-,-,-,SEN_RS19050,WP_000741630.1,319,phosphate ABC transporter permease PstC
chr,NC_011294.1,3933924,3934964,-,-,-,SEN_RS19055,WP_000867130.1,346,phosphate ABC transporter substrate-binding protein PstS
chr,NC_011294.1,3935130,3936503,-,-,-,SEN_RS19060,WP_000162549.1,457,PTS fructose transporter subunit IIBC
chr,NC_011294.1,3936552,3937370,-,-,-,SEN_RS19065,WP_000166716.1,272,shikimate 5-dehydrogenase
chr,NC_011294.1,3937465,3939222,+,-,-,SEN_RS19070,WP_000213165.1,585,SgrR family transcriptional regulator
chr,NC_011294.1,3939373,3941202,-,-,-,SEN_RS19075,WP_000334054.1,609,glutamine--fructose-6-phosphate transaminase (isomerizing)
chr,NC_011294.1,3941391,3942761,-,-,-,SEN_RS19080,WP_000934851.1,456,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
chr,NC_011294.1,3942889,3943071,-,-,-,SEN_RS23955,WP_016696239.1,60,hypothetical protein
chr,NC_011294.1,3943081,3943779,-,-,-,SEN_RS19085,WP_000009908.1,232,permease
chr,NC_011294.1,3944009,3944428,-,-,atpC,SEN_RS19090,WP_001251971.1,139,MULTISPECIES: ATP synthase epsilon chain
chr,NC_011294.1,3944449,3945831,-,-,-,SEN_RS19095,WP_000190499.1,460,MULTISPECIES: ATP synthase subunit beta
chr,NC_011294.1,3945858,3946721,-,-,-,SEN_RS19100,WP_000896506.1,287,MULTISPECIES: ATP synthase subunit gamma
chr,NC_011294.1,3946772,3948313,-,-,-,SEN_RS19105,WP_001176751.1,513,MULTISPECIES: ATP synthase subunit alpha
chr,NC_011294.1,3948326,3948859,-,-,-,SEN_RS19110,WP_001288957.1,177,MULTISPECIES: ATP synthase subunit delta
chr,NC_011294.1,3948874,3949344,-,-,-,SEN_RS19115,WP_001052212.1,156,MULTISPECIES: ATP synthase subunit B
chr,NC_011294.1,3949404,3949643,-,-,-,SEN_RS19120,WP_000429386.1,79,MULTISPECIES: ATP synthase subunit C
chr,NC_011294.1,3949690,3950505,-,-,-,SEN_RS19125,WP_000135632.1,271,MULTISPECIES: ATP synthase subunit A
chr,NC_011294.1,3950514,3950894,-,-,-,SEN_RS19130,WP_000116685.1,126,MULTISPECIES: F0F1 ATP synthase subunit I
chr,NC_011294.1,3951510,3952133,-,-,-,SEN_RS19135,WP_001519938.1,207,ribosomal RNA small subunit methyltransferase G
chr,NC_011294.1,3952236,3954125,-,-,-,SEN_RS19140,WP_000499875.1,629,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
chr,NC_011294.1,3954504,3954947,-,-,-,SEN_RS19145,WP_000763720.1,147,FMN-binding protein MioC
chr,NC_011294.1,3955037,3955495,-,-,-,SEN_RS19150,WP_000433016.1,152,MULTISPECIES: transcriptional regulator AsnC
chr,NC_011294.1,3955646,3956638,+,-,-,SEN_RS19155,WP_000845123.1,330,asparagine synthetase A
chr,NC_011294.1,3956643,3958094,-,-,-,SEN_RS19160,WP_000956588.1,483,protein viaA
chr,NC_011294.1,3958088,3959584,-,-,-,SEN_RS19165,WP_000940987.1,498,ATPase RavA
chr,NC_011294.1,3959932,3961800,+,-,trkD,SEN_RS19170,WP_000102338.1,622,low affinity potassium transport system protein kup
chr,NC_011294.1,3962017,3962436,+,-,-,SEN_RS19175,WP_000715944.1,139,D-ribose pyranase
chr,NC_011294.1,3962444,3963949,+,-,-,SEN_RS19180,WP_000339359.1,501,ribose import ATP-binding protein RbsA
chr,NC_011294.1,3963955,3964920,+,-,-,SEN_RS19185,WP_000211345.1,321,ribose ABC transporter permease
chr,NC_011294.1,3964945,3965835,+,-,-,SEN_RS19190,WP_001056260.1,296,D-ribose ABC transporter substrate-binding protein
chr,NC_011294.1,3965968,3966897,+,-,-,SEN_RS19195,WP_000844728.1,309,ribokinase
chr,NC_011294.1,3966901,3967899,+,-,-,SEN_RS19200,WP_000224487.1,332,transcriptional regulator RbsR
chr,NC_011294.1,3967865,3969055,-,-,-,SEN_RS19205,WP_001738601.1,396,MFS transporter
chr,NC_011294.1,3969043,3969288,-,-,-,SEN_RS23960,WP_001738602.1,81,hypothetical protein
chr,NC_011294.1,3969300,3970004,-,-,-,SEN_RS19210,WP_001131148.1,234,FadR family transcriptional regulator
chr,NC_011294.1,3975918,3976754,-,-,-,SEN_RS19245,WP_000379217.1,278,transcriptional regulator
chr,NC_011294.1,3976873,3977211,+,-,-,SEN_RS19250,WP_000840996.1,112,MULTISPECIES: DUF413 domain-containing protein
chr,NC_011294.1,3977236,3978756,-,-,-,SEN_RS19255,WP_000050219.1,506,ATP-dependent protease
chr,NC_011294.1,3979108,3979206,+,-,-,SEN_RS19260,WP_001311244.1,32,MULTISPECIES: IlvGMEDA operon leader peptide
chr,NC_011294.1,3979346,3980992,+,-,-,SEN_RS19265,WP_001012569.1,548,acetolactate synthase 2 catalytic subunit
chr,NC_011294.1,3980992,3981252,+,-,-,SEN_RS19270,WP_001576447.1,86,MULTISPECIES: acetolactate synthase 2 small subunit
chr,NC_011294.1,3981270,3982199,+,-,-,SEN_RS19275,WP_000208532.1,309,branched chain amino acid aminotransferase
chr,NC_011294.1,3982359,3984209,+,-,-,SEN_RS19280,WP_001127431.1,616,dihydroxy-acid dehydratase
chr,NC_011294.1,3984212,3985756,+,-,-,SEN_RS19285,WP_001675060.1,514,"threonine ammonia-lyase, biosynthetic"
chr,NC_011294.1,3985994,3986356,+,-,-,SEN_RS19290,WP_000927745.1,120,type II toxin-antitoxin system RelE/ParE family toxin
chr,NC_011294.1,3986353,3986694,+,-,-,SEN_RS19295,WP_000560824.1,113,XRE family transcriptional regulator
chr,NC_011294.1,3986697,3987584,-,-,-,SEN_RS19300,WP_000365797.1,295,HTH-type transcriptional activator IlvY
chr,NC_011294.1,3987749,3989224,+,-,-,SEN_RS19305,WP_000024943.1,491,ketol-acid reductoisomerase
chr,NC_011294.1,3989316,3989597,-,-,-,SEN_RS19310,WP_001096806.1,93,peptidyl-prolyl cis-trans isomerase
chr,NC_011294.1,3989701,3989949,+,-,-,SEN_RS19315,WP_001675061.1,82,hypothetical protein
chr,NC_011294.1,3989886,3990035,+,-,-,SEN_RS23970,WP_077677852.1,49,hypothetical protein
chr,NC_011294.1,3990135,3992159,+,-,-,SEN_RS19320,WP_001238842.1,674,DNA helicase Rep
chr,NC_011294.1,3992199,3993680,-,-,-,SEN_RS19325,WP_001089447.1,493,"guanosine-5\'-triphosphate,3\'-diphosphate pyrophosphatase"
chr,NC_011294.1,3993686,3993808,-,-,-,SEN_RS23975,WP_016694268.1,40,hypothetical protein
chr,NC_011294.1,3993817,3995082,-,-,-,SEN_RS19330,WP_000047525.1,421,ATP-dependent RNA helicase RhlB
chr,NC_011294.1,3995226,3995555,+,-,-,SEN_RS19335,WP_001280776.1,109,MULTISPECIES: thiol reductase thioredoxin
chr,NC_011294.1,3995974,3997233,+,-,-,SEN_RS19340,WP_001054532.1,419,MULTISPECIES: transcription termination factor Rho
chr,NC_011294.1,3997463,3998566,+,-,-,SEN_RS19345,WP_000771937.1,367,undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
chr,NC_011294.1,3998578,3999624,+,-,-,SEN_RS19350,WP_000193413.1,348,LPS biosynthesis protein
chr,NC_011294.1,3999680,4000810,+,-,-,SEN_RS19355,WP_000866685.1,376,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
chr,NC_011294.1,4000807,4002069,+,-,-,SEN_RS19360,WP_000011238.1,420,UDP-N-acetyl-D-mannosamine dehydrogenase
chr,NC_011294.1,4002069,4003136,+,-,-,SEN_RS19365,WP_000822143.1,355,"dTDP-glucose 4,6-dehydratase"
chr,NC_011294.1,4003169,4003393,+,-,-,SEN_RS19370,WP_000676080.1,74,sugar nucleotidyltransferase
chr,NC_011294.1,4003344,4004048,+,-,-,SEN_RS19375,WP_001575189.1,234,"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase"
chr,NC_011294.1,4004053,4005183,+,-,-,SEN_RS19380,WP_000612080.1,376,"dTDP-4-amino-4,6-dideoxygalactose transaminase"
chr,NC_011294.1,4005185,4006435,+,-,-,SEN_RS19385,WP_000050305.1,416,lipid III flippase WzxE
chr,NC_011294.1,4006432,4007511,+,-,-,SEN_RS19390,WP_000217198.1,359,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
chr,NC_011294.1,4007508,4008866,+,-,-,SEN_RS19395,WP_000055605.1,452,O-antigen assembly polymerase
chr,NC_011294.1,4008863,4009603,+,-,-,SEN_RS19400,WP_000183621.1,246,UDP-N-acetyl-D-mannosaminuronic acid transferase
chr,NC_011294.1,4009810,4011195,+,-,-,SEN_RS19405,WP_000818378.1,461,MULTISPECIES: transporter
chr,NC_011294.1,4012312,4013511,-,-,-,SEN_RS19430,WP_000979262.1,399,protoheme IX biogenesis protein HemY
chr,NC_011294.1,4013511,4014680,-,-,-,SEN_RS19435,WP_000138962.1,389,uroporphyrinogen-III C-methyltransferase
chr,NC_011294.1,4014702,4015442,-,-,-,SEN_RS19440,WP_000025494.1,246,uroporphyrinogen-III synthase
chr,NC_011294.1,4015439,4016380,-,-,-,SEN_RS19445,WP_001521319.1,313,hydroxymethylbilane synthase
